id,scenario_id,category,title,description,listing_price,buyer_target,buyer_cost,seller_target,seller_cost
2105,S_j8Lx8vRMRB5ifpIh,bike,Diamondback BMX bike,"20"" Diamondback Joker bmx bike. Black frame with a white fork, Tektro brakeset, Alex Z1000 rims, 4 pegs, no rear brake cable at the moment and could use a new chain. Has the original seat now Possibly trade for a road or mountain bike or parts, just send an email of what you have to offer Still available as long as this ad is up",90,45,90,90,44
2106,S_4G1iNpGW9ln9sDh5,furniture,"Mattress, box springs, and frame!","Perfect for a college student moving into their first apartment- this Twin XL mattress is compact enough to let you share with a roommate, but roomy enough to be comfortable for anyone! This is a Serta Perfect Sleeper mattress in excellent condition, and includes a set of box springs and a frame- its only been used for two years (but I'm moving)! As an added bonus, I'll throw in an extra set of sheets and a comforter as well for free.",275,137,275,275,102
2107,S_5q0u9CKMNDjdtwEP,housing,Sharp Apartment w/2 Covered Parking Spaces & Storage,"This unit is one of our ""Platinum"" upgraded apartment homes.  It includes 
stylish new appliances, flooring and lighting, refinished kitchens and baths, accent walls and your own private balcony. You're going to love it! Welcome to Alderwood Apartments!  We are a newly renovated apartment community located in the heart of San Leandro and is within walking distance of BART, Bayfair Mall, Century Theaters, and many attractive and convenient shops and restaurants. Please call today to schedule your personal tour! 12 months Call Us Today Online at: Advertised rates and special promotions subject to availability and may be available on only select units and/or floor plans. All rates and offers subject to change.",2430,2187,2430,2430,2158
2108,S_zwPxDJ96jitbTXeS,bike,Gios Evoluton Compact Frameset 50cm,"Up for sale is a really nice Gios Evolution Conpact frameset.  The size is a 50cm frame which will fit someone from 5'3""-5'6"".  The frameset has not been in a crash and am selling it because I do not have the space for it unfortunately. Specs: Italian bottom bracket 36x24mm 27.2mm seatpost, and 1"" steer tube.  Dropouts are 130mm spacing If you have any questions, please let me know.",595,416,595,595,365
2109,S_wYkhi1coqyGYctqu,furniture,IKEA Malm 2-Drawer Chest White,"Move out sale, excellent condition IKEA MALM 2-drawer chest, can be used as nightstand Width: 15 7/8 "" Depth: 19 "" Width: 40 cm Depth: 48 cm Height: 55 cm Top panel/ Side panel/ Rail/ Drawer front: Particleboard, Acrylic paint Support rail, back: Particleboard Drawer bottom: Fiberboard, Acrylic paint",35,24,35,35,24
2110,S_iFwgAsQGzP1eFKqH,housing,Beautiful Concord Home on Cul de Sac,"674 Lord Ct | Concord, CA 94518 Via Property Management - Leasing Agent Joe Grady (BRE Lic #00901821) | |",3175,2222,3175,3175,2139
2111,S_xZNG0J5gYrukuYpu,furniture,IKEA Sultan Holmsta Full Mattress,"Move-out sale, very comfortable IKEA Sultan Holmsta Full Mattress Latex cushion offers personalized comfort that conforms to your body for precision support. • Active pocket springs respond independently to cradle your body and help relieve pressure points, while keeping your spine properly aligned. • The pocket springs are individually wrapped to • Lyocell, a natural fiber, helps regulate body • Thickness: 12⅝""",250,125,250,250,114
2112,S_2nRG4ruHlsBGmMBH,furniture,Eames Mid Century Modern Style Arm Chairs,1 Black Eames Mid Century Modern Style Arm Chair-Sold Great for any living or business spaces. SERIOUS inquiries only please.,75,67,75,75,66
2113,S_SuHB2ScACyBP8qnU,bike,On One Pompino Frame-Easton Fork-Chris King-VO Grand Cru seatpost,"Thx for looking.  Text or email only.  You pickup from me in Oakland.  Not looking for trades unless you have a baller-a$$ wheelset, basically Mack Hubs to HplusSon or Hed Belgium (+) is all I'm really looking for.",260,130,260,260,129
2114,S_u02ZRgIe0plGebUG,housing,New remodeling single family house,"One nice single family house for rent in a quite and safe neighborhood Two large master bedrooms and two other single bedrooms, with one share bath room (totally 3 bath) Convenient  location, easy to access to schools by walking distance Lots of supermarkets near by to shop, close to HWY 880， 680, 84 This house is is decent for a small family Please no pets, no smoking, no section 8 Anyone interested, please reply with your information( credit check is required ) pr the best to bring your credit report with you House will be available around:May16, 2017 First month rent, and one month  security deposit",2900,1450,2900,2900,1418
2115,S_3QBHfmTPqIJ12wYE,car,2016 BMW 340i Sedan with TONS of options - Perfect Condition,"You won't find a better looking car with all these options in this good of condition and this low of miles, I guarantee it. This car was brand new to 2016 and was an upgrade to the 335 with BMW's brand new B58 motor to add more horsepower and torque all with better gas milage. I bought the car new in 2016 so I am the original and only owner...I have kept it in pristine condition inside and out (I am very meticulous about keeping my cars clean if you can't already tell by the pictures). It only has 15,xxx miles on it and I have the clean title in hand. Rear view camera Automatic high beams Adaptive headlights 19'' M Sport rims Adaptive M Suspension Sport Seats M Sport body kit Shadowline exterior trim Heads-up display Heated seats Enhanced bluetooth system Carbon fiber mirror caps Harmon Kardon surround sound audio system Serious inquiries only, not accepting any form of trades...cash or bank transactions only.",45000,31499,45000,45000,29805
2116,S_dbsfczG9FQHNfGIB,phone,A lot of Fake iPhone on this site 7 and plus,A lot of Fake or clone iPhone on this site. Mostly is iphone 7 and 7 plus. The way to check it. You have to reboot iphone and You will see an android logo when the phone reboots. And these people used the Google phone. And all google the answering machine record all lady voice. If you are not sure. Send me the link I will tell you,600,420,600,600,376
2117,S_aLIPzqcOf2fG1UzC,housing,New remodeling single family house,"One nice single family house for rent in a quite and safe neighborhood Two large master bedrooms and two other single bedrooms, with one share bath room (totally 3 bath) Convenient  location, easy to access to schools by walking distance Lots of supermarkets near by to shop, close to HWY 880， 680, 84 This house is is decent for a small family Please no pets, no smoking, no section 8 Anyone interested, please reply with your information( credit check is required ) pr the best to bring your credit report with you House will be available around:May16, 2017 First month rent, and one month  security deposit",2900,2029,2900,2900,2015
2118,S_n9QhhZrjhwsB0dLk,phone,Factory unlocked iPhone 5 (16 GB) + accessories,"I have a iPhone 5 (16 GB) in very good condition for sale. It's factory unlocked and will work with any SIM card. It has a clean IMEI number and it's ready for a new user. It's NOT locked to an iCloud account and it's ready to go! iPhone works great and has no issues! It's a white and silver iPhone 5. If interested, please text me at Thanks",200,180,200,200,177
2119,S_CKxExzaAZgwj3To2,housing,Charming Home with an Amazing Ambience (HEMLOCK),"Take a look at this beautiful home featuring 3 bedrooms, 1 bathroom, and approximately 940 square feet. Enjoy the freedom of a virtually maintenance free lifestyle while residing in a great community. This home is professionally managed and maintained by Tricon American Homes. You deserve single family rental living at its best! One-year lease minimum Utilities: Resident pays for all utilities including trash, sewer, and water Animals approved with pet fee and monthly animal rent Breed Restrictions: Pit Bulls, American Staffordshire Terriers, Rottweilers, Doberman Pinchers, Wolf-Hybrids and Perro de Presa Canarios or any dog that has the above breeds in their lineage are not allowed at any home managed by Tricon American Homes. Applicable only where state law allows. Maximum three animals allowed Equal Housing Opportunity Pricing is subject to change without notice. Some pricing may include special offers based on lease terms and date of occupancy. Security deposit varies based upon credit criteria; however standard security deposit equals one month's rent. Applicants applying to a home associated with a HOA may be held to higher screening requirements and additional application processes. Bathrooms: 1 Full Tricon American Homes (Bay Area) Leasing Team Call Now:",1595,1116,1595,1595,1037
2120,S_PLbdRRveZ0hOPMft,bike,2014 Giant Anthem X 29R - Small,"Take a look :) Very clean bike, used little. Very close to stock. I think you can see the components in the pictures. Feel free to let me know if you have any additional questions. Frame is Small.",1250,875,1250,1250,809
2121,S_PqZwVy6CbNJws4bo,car,2008 Chevy Impala,"2008 Chevy Impala Well maintained , extra clean, all tune ups done, chrome wheels, Smog is done too, valid registeration Clean Title No odor, drives smooth like new car Call or text me if you are interested 510 five one four 9265",4900,3430,4900,4900,3267
2122,S_JvG9GNoBRNgr0ONi,furniture,"Media console, wooden TV stand, long table","Media console with open shelving. TV stand. Low bookshelf. Wood shelves, metal frame. Heavy. A few scratches on top (see photo) Will need to move down a flight of stairs. 54"" length x 18"" width x 25.75"" height",100,90,100,100,89
2123,S_BZOiuKikN0UGjYwt,electronics,DJI Phantom 4,"Perfect condition, not a single scratch. The drone seen very little flying time, maybe as little as 5 - 10 times. All related accessories (props, charger, cables, etc) Original carry case",750,675,750,750,668
2124,S_uAdrMUQYQFLfWqQW,phone,Unlock phone shop and more,"We are unlocking and flashing phones the best text in the bay area.  We are the only company to remove block phone from the network we do it and usually about 1 to 2 business days most cases are done about 30 minutes . All carriers supported y Business address : 39164 paseo padre parkway, Fremont , ca 94538",50,45,50,50,44
2125,S_jG2Sy7KnY39hpm94,housing,Live The Lavish Life Here At Waterstone! $500 off Move In,"Waterstone Fremont 39600 FREMONT BLVD, Fremont, CA, 94538 Call Now - Want more info on this unit? See the link (below): http://pinnaclefamily.aptdetails.com/x6q7w4 Welcome home to Waterstone Fremont This is a 1 Bedroom, 1 Bath, approximately 565 Sq. Ft. Waterstone Fremont offers spacious one and two bedroom floor plans, featuring walk-in closets, central heat and air conditioning, private patios or balconies, and views of the East Bay hills. Unwind at one of our two sparkling pools, or perhaps play a game of tennis at our beautifully lit tennis courts. Our fitness center and common-area Wi-Fi are other perks of the blissful lifestyle that awaits you. Our convenient Fremont location--right around the corner from local shopping and dining-- provides an easy commute to local business centers, and is only minutes from the BART station. In addition to the many amenities we offer, our management team prides itself as friendly, highly responsive, and dedicated to fostering the lifestyle you deserve. Waterstone Fremont is the perfect place to call home, so stop looking and start living; book an appointment with us today! Office Hours: Equal Housing Opportunity",2130,1491,2130,2130,1464
2126,S_JMSLhqHseKOYSTPb,furniture,IKEA Malm 2-Drawer Chest White,"Move out sale, excellent condition IKEA MALM 2-drawer chest, can be used as nightstand Width: 15 7/8 "" Depth: 19 "" Width: 40 cm Depth: 48 cm Height: 55 cm Top panel/ Side panel/ Rail/ Drawer front: Particleboard, Acrylic paint Support rail, back: Particleboard Drawer bottom: Fiberboard, Acrylic paint",35,31,35,35,31
2127,S_GEx0hJuQx0VtPrM5,phone,Unlock phone shop and more,"We are unlocking and flashing phones the best text in the bay area.  We are the only company to remove block phone from the network we do it and usually about 1 to 2 business days most cases are done about 30 minutes . All carriers supported y Business address : 39164 paseo padre parkway, Fremont , ca 94538",50,25,50,50,19
2128,S_rpNRgQR05uDuTMvf,housing,❤LET US WALK YOU INTO YOUR NEW HOME @ Villas At Monterosso❤,"Refresh in Your New Home Call Now: http://rent.braddockandloganhomes.com/x202qr This is a 2 Bedroom, 2 Bath, approximately 1100 Sq. Ft. Danville's ONLY luxury rental community located in the Blackhawk area, the Villas at Monterosso offers residents spacious two bedroom, two bathroom apartment homes. Unit interiors include washers and dryers, kitchen pantries, central heat and air conditioning, private balconies or patios, and designer finishes throughout. Common area amenities include a sophisticated welcome center, home to a state of the art 24 hour fitness center and soothing swimming pool and sun deck. The Villas at Monterosso is located within walking distance to award winning elementary and middle schools, brand new parks and community ball fields and numerous other amenities that make this location spectacular. A wide range of rental rate options are available at the Villas at Monterosso. - Kitchen pantry - Built in linen closets - Air Conditioner (Central) - Courtyard - AT&T U-verse ready - Washer - Cable Ready - Dryer (Electric) - Range (Electric) - Dishwasher - Reserved Covered Parking - High Speed Internet Ready - Resort Style Pool - 24 hour fitness center - Professionally managed *Income Restrictions Apply *Breed restrictions enforced Thursday: 10am - 6pm Equal Housing Opportunity",2634,1843,2634,2634,1653
2129,S_QZmP1WRIXCBAfvM1,phone,Factory unlocked iPhone 5 (16 GB) + accessories,"I have a iPhone 5 (16 GB) in very good condition for sale. It's factory unlocked and will work with any SIM card. It has a clean IMEI number and it's ready for a new user. It's NOT locked to an iCloud account and it's ready to go! iPhone works great and has no issues! It's a white and silver iPhone 5. If interested, please text me at Thanks",200,140,200,200,127
2130,S_TFpxIE1ZPacG6l7S,furniture,Glass Cherry Wood Round End Side Accent Console Table w Magazine Rack,"Glass Cherry Wood Round End Side Accent Sofa Console Table w Magazine Rack Glass + Cherry Wood Base Chrome Accents Modern Contemporary Design Casters for mobility Constructed of tempered glass and rubber wood This modern contemporary Glass 'Swan' End Table with a magazine rack will be sure to become a favorite in your home. The unique design of the glass table makes this piece not only functional, but trendy. Features a unique style with a metal curved C-shaped leg with a round wood shelf and 8mm round shaped clear glass top. This end table will make an artistic statement in any home or office decor. -------- LOCAL PICKUP AND CASH ONLY! ----- living room bedroom entryway furniture",110,77,110,110,73
2131,S_BSaEFlnz8MOviFLT,furniture,"Media console, wooden TV stand, long table","Media console with open shelving. TV stand. Low bookshelf. Wood shelves, metal frame. Heavy. A few scratches on top (see photo) Will need to move down a flight of stairs. 54"" length x 18"" width x 25.75"" height",100,50,100,100,43
2132,S_ue6u7VoFB6GhsicX,car,2005 Dodge Magnum Rt (trades),114k miles fresh tune up/oil change recently changed head gasket and erg valve. Leather interior heated seats and new stereo deck. (Willing to trade any manual muscle car),4000,2800,4000,4000,2669
2133,S_IS2qeYZJKezeRZYv,phone,Speck Products CandyShell Inked Case for iPhone 6 6S Frosted Floral,"High resolution graphics. 100% Authentic Case. Wrapped with durable patterns that resist scratching and fading. Patented design provides two layers of protection in a single-piece construction that's easy to put on and take off for iPhone 6/6S. Military-grade drop tested onto a hard, unrelenting surface with phone retaining full functionality Hard shell exterior guards against impact, while glossy finish helps these covers slide in and out of pockets with ease Soft, rubbery interior and reinforced corners absorb shock from occasional bumps and drops Raised bezel protects screen from impact and adds grip so your phone can lie face down on tables or dashboards without sliding. Rubberized covers shield volume and power buttons while keeping them fully accessible.",25,22,25,25,22
2134,S_dHsxdR4w4a9srZg0,furniture,IKEA Malm 2-Drawer Chest White,"Move out sale, excellent condition IKEA MALM 2-drawer chest, can be used as nightstand Width: 15 7/8 "" Depth: 19 "" Width: 40 cm Depth: 48 cm Height: 55 cm Top panel/ Side panel/ Rail/ Drawer front: Particleboard, Acrylic paint Support rail, back: Particleboard Drawer bottom: Fiberboard, Acrylic paint",35,17,35,35,16
2135,S_bYiqyoNwMxDAW3Ht,housing,"Pool, Hot tub, Central AC/Heat, W/D in unit - We have it All !","Gorgeous Apartment Homes Available! We're in a great location! Peaceful Living. Call Now: See our property details here: http://rent.braddockandloganhomes.com/y537ao This is a 2 Bedroom, 2 Bath, approximately 910 Sq. Ft. Vista Oaks has captured the essence of comfort, convenience and affordability in a wooded setting with washers and dryers in every unit for added convenience and beautifully landscaped surroundings. - Dishwasher - Washer/Dryer in Units - Dishwasher - Balcony/Deck/Patio - Walk-in Closets - Carpeting - Air Conditioning - Cable Ready - Controlled access - Spa/Hot tub - Extra Storage Units - Assigned Parking Cats and dogs allowed with breed restiction. Equal Housing Opportunity",2292,1146,2292,2292,814
2136,S_83qtva54GC4PYtRG,bike,Fender Champion Amplifier,"I'm selling a Fender Champion 30 solid state practice amp. It has two channels, one for clean and one for overdrive. The clean channel has a single volume control where the drive channel has separate gain and volume controls. Each channel shares a single 3 band EQ containing bass, middle and treble controls. There is also auxiliary, onboard reverb and a dual button footswitch available as well. It has a single speaker and puts out 30 watts of power overall. *the metal corners have a slight bit of rust on them but otherwise this amp is in excellent condition.",45,22,45,45,18
2137,S_isoE1IYDoSYQo4L7,car,1986 300sdl 164k orig. miles,"1986 300sdl, had a rebuilt trans put in at 130k and a bunch of work done like belt tensioner, belt, belt shock, belt spring, new shocks, front wheel bearings, glow plug relay. The interior is very clean and the paint still shines. has a couple tears in the leather on driver seat next to door jam Synthetic fluids throughout, redline fluid in differential. Has  some scrapes on right rear door and a few dents and bumper blemishes as this was originally owned by a grandma in SF and I purchased from her in 2003 with 77k miles and I have the original maintenance file from the dealership (mercedes of san francisco) with work history.",3500,1750,3500,3500,1299
2138,S_quYy4f0SiJX9WxV5,housing,West Side Alamo Home For Rent,"Desirable, Charming and Exclusive West Side Alamo House available June 1, 2017. Approximately 1,000 sq feet. Perfect location only a minute from downtown Alamo, 680 freeway access (with a short drive to San Ramon, Walnut Creek and BART), shops, restaurants and Iron Horse Trail. Everything in home is Immaculate and Brand New...a complete remodel top to bottom from new appliances, granite, cabinets, paint, carpet, shower, toilet, sink, A/C, blinds and flooring that is now an elegant oasis. Three bedroom/1 bath with kitchen (stainless steel refrigerator, dishwasher, microwave) and family room that also includes full size washer and dryer inside. Third bedroom is detached and is in backyard with separate entrance and includes closet. Detached garage with plenty of storage space. There is a bbq in front and a hot tub/spa in backyard. The property is situated on a woodsy lot with a private driveway in a very quiet neighborhood behind a large house. This is a fabulous home... a must see and a rare find!!!",3200,2880,3200,3200,2829
2139,S_mlkThKT0Dg9gOPMt,phone,Samsung Galaxy S7,"Hello, I am selling a Samsung Galaxy S7 from T-Mobile,  32GB.  The phone is unlocked and can be used with other carriers and international. The phone has a cosmetic issue on the top right corner, but does not affect phone in any way.  Phone comes with a leather wallet case and charger.  You can email or text me at",320,160,320,320,148
2140,S_S6jMw5VT8d9X4aeZ,electronics,Tile Mate Item Tracker,"Please no trade in, cash only. Price Firm. Pick up can be done in San Ramon during weekdays. Weekends Pleasanton-Concord route. Thanks!",20,18,20,20,18
2141,S_bgiyr9GNFuFcbPTP,housing,Fully Renovated Bright 2 Bedroom with Courtyard View and Plank Floors!,"•	Nine to fifteen foot ceilings* (in select floorplans) •	Built in microwaves •	Central heat and AC •	Designer tile bath and shower surrounds •	Full size stackable washer/dryers •	Private patio/balconies*  (in select floorplans) •	Oversized bathrooms •	Stainless Steel Appliances •	Wood vinyl plank flooring in first floor units* •	Year round heated pool & spa •	24-hour Emergency Maintenance •	Business center •	Close to shopping, restaurants, cafes, and movie theaters in Pleasant Hill and Walnut Creek •	Easy access to Interstate 680 and Highway 24 •	Full-service gourmet chef's kitchen •	Majestic views of Mount Diablo •	Walking Distance from BART •	Package Acceptance •	Underground Garage Parking Available •	Tot lot •	Online Payments Available
•	Smoke Free Community Cats and Dogs Welcome! (Some Breed Restrictions) Less than a 10 minute walk to Pleasant Hill BART station and other Public Transportation, Close to 680 Freeway!",3180,2226,3180,3180,2022
2142,S_SbqLla1qJ3p0l6tU,electronics,Fitbit Flex + 2 Bands Activity Tracker,"Hi, I'm selling a Fitbit Flex + 2 Bands Activity Tracker Track your day including steps, distance, calories burned, active minutes etc. Track your night including hours slept, times to woken up, sleep quality, Wake with a silent vibrating alarm You can set a goal and get moving, the led lights will show you how your day is stacking up against your goal. It will automatically sync stats to computers and select smartphones using Bluetooth so that you can see your progress with online & mobile tools, share & compete with friends and stay motivated. Syncs wirelessly via Bluetooth to select smartphones including iPhone 4S higher, iPad (3 gen.), Samsung Galaxy S III & higher, Note II & select Android devices. Includes 2 Additional Colored Bands Water Resistant, wear it in the shower!",60,30,60,60,26
2143,S_wYP1XFxh6oH3W8Ov,furniture,"Dining set, china cabinet, and hutch.","Dining room table with two leaves, six chairs, china cabinet, and a buffet/hutch. Made of applewood and all are in great shape. Table is 55"" without leaves and each leaf is 16"" wide. The hutch has extensions to make a larger surface area for serving, which are concealed when it is closed.",400,200,400,400,195
2144,S_AtcHVX5w76jhgVBe,furniture,Patio Chairs,2014 Hampton Bay Pembrey Patio Chairs  Rocker          150 ea. or 2 for 250 Chile Pepper Cushions Frame is Bronze/Brown Powder coated with coated wicker back. I have too much patio furniture for my deck Chairs located in Rossmoor - Walnut Creek,150,105,150,150,99
2145,S_eFm6KOvfgUgZpU8b,bike,Torelli Brianza Road Bike - Vintage,"This is a beautiful Torelli frame, with a hodgepodge of high end components on it. It has been carefully built, from the frame up, and performs excellently. 54cm seat tube, 50cm top tube. Steel Frame. Good fit for someone 5'5 - 5'10"". 22lbs (light weight). We custom build bikes in many shapes and sizes, and this one is a special build. Features: 9-speed Forte shifters Duran Ace bottom bracket  (Italian) Cardiff leather saddle (brand new) Thompson 1"" headset Shimano rear hub Campy mirage front hub In addition to high end components, the bike has been professionally assembled and tuned. If you have any issues with it, we would want you to bring it in for an adjustment. Worry free riding. Check out our other builds at: Facebook.com/boonationcustomcycles And our YELP reviews at: https://www.yelp.com/biz/boonation-custom-cycles-emeryville",700,630,700,700,612
2146,S_WtVMGDeMqtjnSbb7,furniture,"Dining set, china cabinet, and hutch.","Dining room table with two leaves, six chairs, china cabinet, and a buffet/hutch. Made of applewood and all are in great shape. Table is 55"" without leaves and each leaf is 16"" wide. The hutch has extensions to make a larger surface area for serving, which are concealed when it is closed.",400,280,400,400,266
2147,S_XnLmVIAZmLSNgZcc,car,1971 GMC Sierra Grande C20 w/ COOL Patina Great Shop truck!!,"For Sale is 1971 GMC C20 Sierra Grande with great patina! 350 motor w/automatic trans. Original paint with little rust rockers and cab corners. Wood bed. New Edelbrock 650 carb, new points & plugs. New exhaust. Really cool truck. Asking 6000obo Keywords: c10, c15, k10,k5, bronco, f100, f150,f250, dodge ram,",6000,4200,6000,6000,4161
2148,S_ndRJGZ2rw0qtcisg,bike,55 cm Vintage Green Peugeot Mafac Racer,"I'm selling my beloved green Peugeot bike as it's too big for me. It comes with original parts and accessories: drink holder, pump, and pedometer (don't work - for decoration except drink holder). The frame is 55 cm, made for someone 5'7"" - 5'9"".",200,140,200,200,138
2150,S_74h8HGyEYrB1vGSA,car,2006 Ford Explorer Eddie Bauer Eddie Bauer,- all important maintenance is performed - interior and exterior good shape - low price you will be buying it from our dealership,8500,4250,8500,8500,3335
2151,S_PSv9kEWH99fjTQhP,furniture,Table with drawer/ Desk,"All wood table from the 30's.  Finish is a very hard and durable alkyd enamel.  semi-gloss finish.  Colors are Ivory and a dark chocolate.  (color doesn't show well in photos)  Very sturdy.  28"" x 48"" x 30"" high.  Single drawer in front.",375,262,375,375,234
2152,S_oE8kemBuklEljzyr,car,2016 BMW 340i Sedan with TONS of options - Perfect Condition,"You won't find a better looking car with all these options in this good of condition and this low of miles, I guarantee it. This car was brand new to 2016 and was an upgrade to the 335 with BMW's brand new B58 motor to add more horsepower and torque all with better gas milage. I bought the car new in 2016 so I am the original and only owner...I have kept it in pristine condition inside and out (I am very meticulous about keeping my cars clean if you can't already tell by the pictures). It only has 15,xxx miles on it and I have the clean title in hand. Rear view camera Automatic high beams Adaptive headlights 19'' M Sport rims Adaptive M Suspension Sport Seats M Sport body kit Shadowline exterior trim Heads-up display Heated seats Enhanced bluetooth system Carbon fiber mirror caps Harmon Kardon surround sound audio system Serious inquiries only, not accepting any form of trades...cash or bank transactions only.",45000,40500,45000,45000,39965
2153,S_RMbtaAacrvwh5bxG,phone,A lot of Fake iPhone on this site 7 and plus,A lot of Fake or clone iPhone on this site. Mostly is iphone 7 and 7 plus. The way to check it. You have to reboot iphone and You will see an android logo when the phone reboots. And these people used the Google phone. And all google the answering machine record all lady voice. If you are not sure. Send me the link I will tell you,600,540,600,600,539
2154,S_XEzjF36WkN0Z8Mlb,bike,Unique Vintage City Touring bikepacking bike,"Very Unique custom built Commuter bike, City Bike, Bikepacking, dirt drops, road bike, gravel grinder, randonneur, touring bike, cyclecross, cyclocross, CX Assembled by local mechanic with 17 years experience Small/Medium size for people 5' to 5'9"" Schwinn Quality steel frame with mixte (step thru) design for more top tube clearance and easier mount/dismount when fully loaded. Shimano triple 3x9 speed drivetrain so 27 effective gears to get up any hill anwhere. 26"" wheels are more durable and can withstand heavier loads for touring, bikepacking...etc. Scwhinn all terrain ""Super 11"" tires for road and dirt cycling, fast on the street and grippy in the dirt Rear rack and wooden crate for carrying things like your U-lock. Cantilever brakes for greater mud shed and clearance for wider or knobby tires if desired. Cash or postal service money order only. Just as nice as any Surly, Rivendell, Trek, Specialized, Giant, Cannondale, Novara, Scattante or other major brand.",350,244,350,350,240
2155,S_Y05ibo05Vk8OQsns,furniture,Reclining Seats,Selling our theater seats which are barely used because we selected another color scheme for the room. Let me know if you are interested.,1800,1620,1800,1800,1614
2156,S_6X1j5F7vQsyYQOHm,furniture,Vintage Farm Table,"Farm Table & wood bench Repurposed & refinished by hand. Careful craftsmanship using General Finishes Milk Paints, GF Wood dye, Stains Vintage Farm Table dark wood & distressed Snow White Spindle legs. Sturdy Table",575,402,575,575,400
2157,S_t9q7m95twdcb680x,housing,Sunny Well Located One Bedroom One Bathroom-769 Hillgirt #4,"Second level one bedroom one bathroom located in a ten unit building. Located just off of Highway 580, this home is within close distance to Lake Merritt and Grand Avenue. Featuring a security entrance, hardwood floors and dual paned windows throughout, this unit gets great sunlight and is perfect for those wishing to be close to the Lakeshore Area in Oakland. Eat in kitchen includes a gas stove and full sized refrigerator. One year lease, no pets, tenant pays gas & electricity. Coin laundry located on site, one off street parking spot for a small car only is included in rent. Storage available in a half garage. Tenant splits one time 40% rental fee with owner, no section 8. Unit available now, give our office a call to schedule a showing for this unit. One year lease, no pets, tenant pays gas & electricity. Storage available in half of a garage, coin laundry on site, one off street parking space for a small car only. Tenant to split one time 40% rental fee with owner. Unit available now, give our office a call to schedule a showing.",1850,1665,1850,1850,1627
2158,S_vcZvegoFlOI6YtNe,bike,1996 Bontrager Privateer OR small,1996 Bontrager Privateer OR Mint original condition  Upgraded Judy fork Bike in excellent original condition with little use (small scratch / scuffs from storage) *bought from original Also have available for additional cost period correct: XT crank arms 170mm (new vintage) XT shifters/ brake lever combo) Collectible bike! Located in Union City,350,244,350,350,222
2159,S_hN1sHW5PUCT8vrZf,phone,ProClip Apple iPhone 6 / 7 Adjustable Holder w/ Cable Attachment,Apple iPhone 6 With Case Adjustable Holder for Small to Medium Cases with Cable Attachment.  Mounts to any of the ProClip dashboard mounts.  Works with standard iPhone charging cord.  Slip your iPhone with case directly onto charging cord for hands free operation in your car.  Can swivel for best viewing angle.  Can adjust to fit your case.  Will not work on extra thick cases like Otter box.  See details at link below. Detailed Description: http://www.proclipusa.com/phone-holders/device/apple/iphone-6-with-case/adjustable-holder-for-small-to-medium-cases-with-cable-attachmen-514666-19733.cmsv?p_leftorright=0 Allows for hands free phone operation to comply with new laws.  Can't hold your phone and drive anymore!  I bought a new one for my new iPhone 7 plus.  This one is in great condition.  Includes all mounting hardware to attach to ProClip dash mount for your car.  You can buy a ProClip dash mount for your specific vehicle at this link. Dash Mount: http://www.proclipusa.com/dashboard-mounts/car-dash-mounts.aspx,35,31,35,35,31
2160,S_EDrCU1HIABWDqNNd,furniture,Boys Navy Blue Dresser,"Real wood. Purchased at kids & teens world in Danville Ca. Please leave name & local telephone number. Otherwise I think it is spam. Thanks, Brian",150,135,150,150,131
2161,S_qZWnb6lO7T2X4hxq,furniture,1950's Modern Mid Century Designer  Paul Frankl Black Coffee Table,Paul Frankl Black Stepped Coffee Table. Compare to other sources (https://www.1stdibs.com/furniture/tables/coffee-tables-cocktail-tables/paul-frankl-black-stepped-coffee-table-brown-saltman/id-f_781504/). In excellent condition. Located at Gypsy Road Studio on Piedmont Avenue.,974,876,974,974,851
2162,S_8Sd1kEgkPtdO0dvd,bike,Fender Champion Amplifier,"I'm selling a Fender Champion 30 solid state practice amp. It has two channels, one for clean and one for overdrive. The clean channel has a single volume control where the drive channel has separate gain and volume controls. Each channel shares a single 3 band EQ containing bass, middle and treble controls. There is also auxiliary, onboard reverb and a dual button footswitch available as well. It has a single speaker and puts out 30 watts of power overall. *the metal corners have a slight bit of rust on them but otherwise this amp is in excellent condition.",45,40,45,45,40
2163,S_tCXyfwbcNGVL1f5D,phone,"***iPhone 6 128gb, Gold Excellent Condition, with box","Posting title says it all i.e. iPhone 6 128gb AT&T, Gold in excellent condition. I'm in Pleasanton, near 680+580 intersection and can meet within 5miles, at an Apple/AT&T or starbucks. No barter, shipping or scam please. For a quick response, best to respond w/ a phone#, Thanks!",379,341,379,379,335
2164,S_Z69FWr9LDB1j2XnY,bike,Cannondale Tandem Bike,"Awesome Cannondale Tandem! Metallic Pearl White with custom Velocity rims. Full Ultegra with Flight deck integrated computer. Shimano XT derailers. Disc brakes, Race Face cranks, Hugi Hubs, Profile Design mini Aero Bars. Only asking half of what this is worth! Must sell!.",2500,2250,2500,2500,2241
2165,S_4W5rwH49V40bn2cT,furniture,brown leather couch and loveseat and 2 matching ottomans,"had these for a few years. moving and need to get rid of them. downsizing and they're too big for the new place. 1 - couch - 80  x 40 deep x 40"" high 1 - love seat - 60 x 40 x40 2 - ottomans - 22x22 x 20 high",500,350,500,500,322
