scenario_id,post_id,category,title,description,listing_price,images,buyer_target,buyer_bottomline,seller_target,seller_bottomline,intersection,target_gap
S_Nf4w774NrHK6AEZe,6148552907,bike,Jamis Commuter 7-speed cruiser.,"Jamis Commuter 7-speed cruiser. 18.5"" (47cm) frame. 30"" (76cm) step over. Best fit someone 5'6""+. Specifications: Color: Charcoal. SRAM MRX 7-speed GripShifter. HL 27.2mm Ø seat post with quick release binder bolt. Serfas Reactive gel dual density saddle. 170mm crank arms. Rear Shimano Altus derailleur with MegaPulleys. Rear Shimano SuperLow 14-34T MF-TZZ31 MegaRange freewheel: 14T, 18T, 20T, 22T, 24T, 28T, 34T. Xrims BP15F ETRTO 622X16 700c wheels. 36 spokes. JT hubs. Quick releases. CST 700X38c hybrid tires. Schraeder valves. Reflectors. New BB bearings. Good condition.",200,bike/6148552907_0.jpg,100,,200,,,100
S_P1sP8fpSUllTtK4z,6144565743,furniture,"Mattress, box springs, and frame!","Perfect for a college student moving into their first apartment- this Twin XL mattress is compact enough to let you share with a roommate, but roomy enough to be comfortable for anyone! This is a Serta Perfect Sleeper mattress in excellent condition, and includes a set of box springs and a frame- its only been used for two years (but I'm moving)! As an added bonus, I'll throw in an extra set of sheets and a comforter as well for free.",275,,192,,275,,,83
S_2Zi70IvCqbE3Wq3g,6113275636,car,2014 Nissan Rogue,"Selling a 2014 Nissan Rogue. It drives perfectly, zero issues! We purchased this car when it was already fixed so I don't have any pictures. It had a minor hit in the rear. JBL sound system Cloth interior Car is located in Castro Valley. TEXT me at if you have any questions or want to come by and check it out.",11000,car/6113275636_0.jpg,7699,,11000,,,3301
S_aXHQ4oG7YsPBAoRp,6151486915,bike,"Beautiful Bianchi folding bike 3-speed Comfy, fast, fun!","Beautiful chrome and emerald green vintage Bianchi folding 3-speed bicycle Handmade in Milan, Italy • Perfect for minimalists • Hand made in Italy • Folds for easy storage or commuting on BART/Cal Train/TransBayBuses Cash App, Ven Mo, Paypal App, cash or postal service money order, local sales only Can meet downtown or near any BART station Great for prop stylist, photo shoot, window styling, staging, fun! Better than any Trek, Schwinn, Giant, Surly, Bianchi, Tern, Dahon, Bike Friday, Brompton or other folding bike.",350,bike/6151486915_0.jpg,175,,350,,,175
S_U36tJ0eMib0dZ1hI,6132650366,housing,VICTORIAN ESTATE NEAR DOWNTOWN LIVERMORE UNIQUE WATER TOWER RESIDENCE,"Available June 1 for Move In. We will be showing the unit from May 15 - May 23 by appointment The Callaghan Victorian and Water Tower were built in 1880 Near downtown Livermore. Today there is a opportunity to enjoy life on this  estate in a 3 story Unit. First floor Kitchen, Laundry,Dining Area and Bathroom, washer dryer and refrigerator are included Third floor is a bedroom Due to stairs you can only get a queen bed or smaller up to the top. one dedicated off street parking space This is really an ideal space for a maximum of two people. No pets please. There is no yard just a small seating area out front. to schedule a viewing (TEXTS ARE TYPICALLY RESPONDED TO FASTER) I can also send additional info when I receive your e mail. (It looks a little cluttered in the pictures at the moment as the current tenant is gathering things to move)",1850,housing/6132650366_0.jpg,1665,,1850,,,185
S_qH51aNf3gUJL14Md,6133524118,car,2009 BMW 3 Series 328i Convertible 2D,"Only one owner and just put new run flat tires on in April. Only selling my car because I moved to the mountains and need all wheel drive. The car has been awesome and completely trouble-free. We've had a lot of fun in this beautiful BMW, but it's time for an SUV. The car has been serviced as recommended. Please feel free to email me with any additional questions. Cash or possible trade for the right fit. Interior Color:	GREY Engine: 6-Cyl, 3.0 L Body Type: Convertible Warranty: Vehicle does NOT have an existing warranty Safety Features: Anti-lock Brakes Power Options: Power Seats, Power Windows, Power Locks, Cruise Control Transmission: AUTOMATIC 6-SPD W/OVERDRIVE amp Major Options: Bluetooth, Leather Seats, Navigation System, Alloy Wheels",14900,car/6133524118_0.jpg,13410,,14900,,,1490
S_4YBrYwi1pFslfYx0,6153193323,bike,Landrider Bicycle with Autoshift Technology,"Selling a Landrider bicycle in excellent condition. Perfect bike for the summer, the brakes and chain are as good as new. The bike is a smooth and comfortable ride! Please TEXT if interested.",190,bike/6153193323_0.jpg,171,,190,,,19
S_E2PFMolk15QnEoB4,6152161752,electronics,iPad Air 2 Leather/Wood Case with Keyboard,"I'm selling my iPad Air 2 case! It is leather designed too look lik wood. It has a chargeable keyboard and a kickstand. The company sticker fell off, that's the thing pictured on the back of the case.",20,electronics/6152161752_0.jpg,10,,20,,,10
S_whlWo5hIPj3vzvOU,6139438468,electronics,"R CA 42""plasma HDTV","Excellent condition RCA 42""HD plasma TV for your repairs or parts out, good screen and no cracked,  can't power on,  and this model made by Samsung, give me your offers!  You can sell parts on eBay or fix it, again panel not cracked",50,electronics/6139438468_0.jpg,25,,50,,,25
S_ZICrzMPLb1b3Reph,6153452303,bike,Mountain bike for women or kids,"Great bicycle for women or kids. My wife bought it and used it for less than 3 months, then switched to a hybrid.",80,bike/6153452303_0.jpg,56,,80,,,24
S_YSlVlFWdAUxn3owQ,6133482690,housing,2/2 apt. $1800,Nice 2/2 downstairs unit ready for move in February 5th. Lease take over at renaissance park Apts east davis. http://www.renaissancepark-davis.com/,1800,,1260,,1800,,,540
S_4oLiMPXnxV32zqR6,6148581355,electronics,Linksys Gigabit Wifi Router (WRT1900AC),Moving. Selling my Linksys gigabit wireless router. Still works perfectly! Can be used in home or business. Linksys WRT AC1900 Dual-Band+ Wi-Fi Wireless Router with Gigabit & USB 3.0 Ports and eSATA Specs: https://www.amazon.com/dp/B00KEK4Q5Q/,60,electronics/6148581355_0.jpg,30,,60,,,30
S_8RTxUhhae3ZemCYr,6145379636,phone,Unlocked Iphone 4 in Excellent condition with cover,"AT&T phone unlocked. Iphone 4 in very good condition. White , 8GB. Brand new Cover and charged included. Please see pictures",80,,56,,80,,,24
S_bDn3ZEO8O2xqNmBH,6152161752,electronics,iPad Air 2 Leather/Wood Case with Keyboard,"I'm selling my iPad Air 2 case! It is leather designed too look lik wood. It has a chargeable keyboard and a kickstand. The company sticker fell off, that's the thing pictured on the back of the case.",20,electronics/6152161752_0.jpg,18,,20,,,2
S_6VrrKzm80EJHJFZv,6140275907,furniture,Solid Teak Mid Century Round Dining Table,"Mid Century solid teak dining table, made by Gudme Mobelfabrik, a danish furniture maker. Marching cross legs provide an extremely solid feel. Refinished, stripped, sanded, oiled and waxed. Also comes with glass table top for extra protection. Has a blemish, see pics for the light spot, thus the price reduction. No leaves.",275,furniture/6140275907_0.jpg,192,,275,,,83
S_eD5o97ebMfmvSYvl,6145379636,phone,Unlocked Iphone 4 in Excellent condition with cover,"AT&T phone unlocked. Iphone 4 in very good condition. White , 8GB. Brand new Cover and charged included. Please see pictures",80,,40,,80,,,40
S_2EOx6L5xNaudJBaF,6153193323,bike,Landrider Bicycle with Autoshift Technology,"Selling a Landrider bicycle in excellent condition. Perfect bike for the summer, the brakes and chain are as good as new. The bike is a smooth and comfortable ride! Please TEXT if interested.",190,bike/6153193323_0.jpg,95,,190,,,95
S_dFB8BpRIXTQvZj53,6112613679,electronics,Digital Speaker with Built-in Amplifier Suround Sound,"Digital Speaker with Built-in Amplifier Suround Sound.  11 inch height. This speakers have good sound. Plug-in your ipod, iphone, mp3 player, or CD player, you get stereo sound.",50,,25,,50,,,25
S_knFi7YNRIULmk89k,6139438468,electronics,"R CA 42""plasma HDTV","Excellent condition RCA 42""HD plasma TV for your repairs or parts out, good screen and no cracked,  can't power on,  and this model made by Samsung, give me your offers!  You can sell parts on eBay or fix it, again panel not cracked",50,electronics/6139438468_0.jpg,35,,50,,,15
S_AcGlTuvsRSv9xjsZ,6145089525,furniture,Beautiful White Metal Scrollwork Queen Size Bed,"Queen size bed frame, comes with midbeam and slats. No need for box spring. Gorgeous metal frame. Rare and hard to find. Nice frame, would love to keep but we upgraded to king size. Excellent condition. Smoke free home. Call, email or text @ if interested. Delivery can be arranged.",150,,105,,150,,,45
S_mbtiOFDL7OGHfNya,6140779985,furniture,Fabric Comfy Chair w/ foot rest and pillows,"Good used condition - comes as a set. We do have cats in the home, in case you have allergies. Come pick up, we'd like to get this out of the garage!",50,,25,,50,,,25
S_I2W4i2SUi6SkKXFo,6113275636,car,2014 Nissan Rogue,"Selling a 2014 Nissan Rogue. It drives perfectly, zero issues! We purchased this car when it was already fixed so I don't have any pictures. It had a minor hit in the rear. JBL sound system Cloth interior Car is located in Castro Valley. TEXT me at if you have any questions or want to come by and check it out.",11000,car/6113275636_0.jpg,9900,,11000,,,1100
S_meeUyc2xjgcH1gMT,6108421720,furniture,"Art Deco floor lamp, mid century, beautiful w/glass shade","Colonial- Premier lamp company.. est 1776. This is art deco style. Look closely at vertical spindle details. Glass shade plus baked enamel whit diffuser. Takes a mogul bulb ( included ) 100/200/300 watt bulb, or do a conversion to regular bulb. Excellent vintage condition. NO EMAILS W/OUT YOUR PH #",70,furniture/6108421720_0.jpg,35,,70,,,35
S_gP5k5DWc2s7q0Taq,6103927779,furniture,Allsteel Black Ergonomic Office Task Chair,-------------------------- You may text or message me at any time. Calling hours are 10 am to 4 pm Mon thru Fri.,50,furniture/6103927779_0.jpg,25,,50,,,25
S_xXMqCJIgwwkIIYyD,6122150664,housing,2 bed/2bath house for rent. panoramic view of S.F. golden gate bridge,"Locate at the top of the Berkeley Hills is an architect designed contemporary hill side house. 2bed/2baths with panoramic view of the S.F. city, bay bridge, and Golden Gate bridge. Modern, bright and sunny with sparkle white walls, cabinet, and tile floor in bath rooms, counters and cabinets in kitchen. New oat meal color carpet in all bed rooms, living room and dining area. Private deck from each bed room. One bed room has a deck with a view of S.F. City. The other bed room has a deck with a woodsy view. Enclosed 30 ft. x 4ft passive solar/sun room/deck facing S.F. with a fantastic sunset of Mt. Tam. 1,388 s.f. plus washer and dryer downstairs. If you live here, you will feel like you are living in a castle in the sky.  This house is located near Tilden park, the golf course and high above Grizzly Peak Blvd. No pets please.",3985,housing/6122150664_0.jpg,2789,,3985,,,1196
S_h3JVSlV6BJUsPiR1,6152161752,electronics,iPad Air 2 Leather/Wood Case with Keyboard,"I'm selling my iPad Air 2 case! It is leather designed too look lik wood. It has a chargeable keyboard and a kickstand. The company sticker fell off, that's the thing pictured on the back of the case.",20,electronics/6152161752_0.jpg,14,,20,,,6
S_LT1pdufUEYz6wzPj,6145437311,electronics,"Polk Audio 5.1 Home Theater System w/ Onkyo Receiver , Cherry","Selling an excellent condition Polk Audio 5.1 home theater system in Cherry wood finish.  Not a scratch on the speakers, it still looks brand new and comes with all original boxes.  This is not your typical home theater in a box (HTIB) but a real 5.1 surround sound system.  Sound is amazing for an entry level home theater system and will blow away any home theater in a box setups. -2x Polk Audio Monitor 60 Floorstanding Front Speakers -2x Polk Audio Monitor 30 Bookshelf Surround Speakers -1x Polk Audio CS2 Center Channel -Onkyo TX-SR503 5.1 Channel AV Receiver -2x brand new surround speaker mounts -Original manuals for receiver and speakers -Original boxes for everything except the subwoofer Located in Central Fremont, close to the Hub.  Cash only, must pick up, no shipping.  Scammers need not apply, I can spot you guys easily based on the stupid replies. Please email, call, or text Ray if interested.  Thanks for looking.",450,electronics/6145437311_0.jpg,225,,450,,,225
S_tBOFgCOJ9w1Ia1UI,6108421720,furniture,"Art Deco floor lamp, mid century, beautiful w/glass shade","Colonial- Premier lamp company.. est 1776. This is art deco style. Look closely at vertical spindle details. Glass shade plus baked enamel whit diffuser. Takes a mogul bulb ( included ) 100/200/300 watt bulb, or do a conversion to regular bulb. Excellent vintage condition. NO EMAILS W/OUT YOUR PH #",70,furniture/6108421720_0.jpg,63,,70,,,7
S_uI2holBsQCuQtzsb,6138564618,furniture,Archive storage with lid - letter size - 18 inches drawer,"I'm selling this beautiful archive storage in mint conditions, no signs of use at all! It has a top level too, plus a 18 inches drawer! Cash only",25,furniture/6138564618_0.jpg,17,,25,,,8
S_RTFwO7cy0H2o0Kf3,6148581355,electronics,Linksys Gigabit Wifi Router (WRT1900AC),Moving. Selling my Linksys gigabit wireless router. Still works perfectly! Can be used in home or business. Linksys WRT AC1900 Dual-Band+ Wi-Fi Wireless Router with Gigabit & USB 3.0 Ports and eSATA Specs: https://www.amazon.com/dp/B00KEK4Q5Q/,60,electronics/6148581355_0.jpg,42,,60,,,18
S_ZFupod2rZAIUwAgg,6144875498,furniture,Vintage Nichols & Stone 1930 Windsor Rocking Chair,In Excellent solid condition is a vintage Nichols&Stone Windsor rocking chair/small size/maybe for a kids room. Come and get it! Includes chair pad. Wood needs superficial conditioning.,60,furniture/6144875498_0.jpg,42,,60,,,18
S_UG7UGOnj7YWjPYnj,6122150664,housing,2 bed/2bath house for rent. panoramic view of S.F. golden gate bridge,"Locate at the top of the Berkeley Hills is an architect designed contemporary hill side house. 2bed/2baths with panoramic view of the S.F. city, bay bridge, and Golden Gate bridge. Modern, bright and sunny with sparkle white walls, cabinet, and tile floor in bath rooms, counters and cabinets in kitchen. New oat meal color carpet in all bed rooms, living room and dining area. Private deck from each bed room. One bed room has a deck with a view of S.F. City. The other bed room has a deck with a woodsy view. Enclosed 30 ft. x 4ft passive solar/sun room/deck facing S.F. with a fantastic sunset of Mt. Tam. 1,388 s.f. plus washer and dryer downstairs. If you live here, you will feel like you are living in a castle in the sky.  This house is located near Tilden park, the golf course and high above Grizzly Peak Blvd. No pets please.",3985,housing/6122150664_0.jpg,1992,,3985,,,1993
S_qGdUzCxpvldKM25G,6144747890,furniture,Slip covered Settee from Crate & Barrel,"Ease and elegance. This clean compact settee combine refined shape with easy-care machine washable slipcover in an off white. Distinctive rolled arms and turned front legs. Legs have a coffee bean finish. Kiln -dried hardwood frame, sinuous wire spring suspension.",200,furniture/6144747890_0.jpg,140,,200,,,60
S_OiCdQSPu1NTiztaJ,6129277082,housing,"1921 Francisco, Clean 2 Bed, Great  Location, Walk to UCB","Coming Soon! Check back for Updated 
Pictures!! Year Lease Cats Allowed (Extra deposit may be 
required), No Dogs Coin-operated 
Laundry Office 
Hours are 9-5pm Closed for Lunch 12-1pm",2425,housing/6129277082_0.jpg,1212,,2425,,,1213
S_3yApaFTfaEvT5yFM,6132990747,housing,Luxurious Fully furnished  suite in upscale golf course gated commmuni,"Luxurious Fully furnished guest suite in upscale golf course gated community in Ruby Hill Pleasanton - Self-contained suite with a separate and private front entrance tiled shower and floor) - Fully furnished with Bob Timberlake collections - The Spanish style kitchen is open to the family room and all stainless Refrigerator, dishwasher, microwave and ample cabinet space - Bathroom suite has a walk-in closet and washer and dryer - Included are: High speed Internet, Comcast cable with all channels Utilities  (PG&E, water, etc.) House cleaning twice/month If interested please reply or call",2750,housing/6132990747_0.jpg,1924,,2750,,,826
S_O86JH3zV7asT5NpJ,6105503741,furniture,"Danish Modern Cabinet: Display or Credenza, Multi-Use!","Basically PERFECT condition teak cabinet with lighting, adjustable glass shelves and drawers underneath! Beautiful piece, beautiful woodgrain, teak solids and veneers Use it to display artwork, collectibles, books or dinnerware and serving pieces for the dining room. Dimensions are as follows: 34 1/2"" W x 71 5/8"" T x 16 1/2"" D teak, MCM, mid century modern, Danish Modern, Scandinavian, Denmark, living, teak, eames teak, MCM, mid century modern, Danish Modern, Scandinavian, Denmark, living, teak, eames, Danish, Denmark, Scandinavian, Teak, Walnut, Rosewood, Eames, Eva, mid century modern, modern, mid-century. Room board DWR",895,furniture/6105503741_0.jpg,805,,895,,,90
S_1yOSw1vFezPys47l,6144747890,furniture,Slip covered Settee from Crate & Barrel,"Ease and elegance. This clean compact settee combine refined shape with easy-care machine washable slipcover in an off white. Distinctive rolled arms and turned front legs. Legs have a coffee bean finish. Kiln -dried hardwood frame, sinuous wire spring suspension.",200,furniture/6144747890_0.jpg,100,,200,,,100
S_DJrUh8SIDxlE1NB1,6133544146,housing,Walk to BART! Sunny 2 bedroom with an enclosed den 2 parking space,"Walk to BART! Beautiful 2 Bedroom with an enclosed den as the third bedroom. Conveniently located in the highly desirable Ã‰lan @Dublin Station. Luxury city like living. Crown molding, gourmet kitchen with stainless steel appliances and slab granit counter. Corner unit. Unit facing court. Unit comes with a rare storage! 2 side by side underground parking spaces close to Elevator. Hot/Cold Water, Gas, and Trash included in the rent! Security deposit 3500 Credit check 24",2750,,1924,,2750,,,826
S_7ZP65ThE0nI7PwqU,6101315122,housing,Cozy California Bungalow,"Managed by Vision Property Management, Inc. Gem of a house on a quiet residential street in Foothill Square neighborhood. Enclosed backyard welcomes family or those who enjoy using a great outdoor space. Thriving neighborhood with easy access to 580 Freeway and Highway 13. 

	 

	You can't beat the convenient location, just blocks away from the Oakland Zoo and Anthony Chabot Regional Park. of Vision Property Management at",2395,housing/6101315122_0.jpg,1197,,2395,,,1198
S_9QES203thfgZbLjb,6154024962,electronics,Tile Mate Item Tracker,"Please no trade in, cash only. Price Firm. Pick up can be done in San Ramon during weekdays. Weekends Pleasanton-Concord route. Thanks!",20,electronics/6154024962_0.jpg,18,,20,,,2
S_Nc9eW1cVSRTHlWjF,6144627258,furniture,BEDROOM SET,Great bedroom set that is suitable for any young lady. Our daughter has used this for a few years but we must now give it up to another family. We are moving out of state and can not take it with us. Can be sold separately or as a set. The Set has the following: Footboard,350,furniture/6144627258_0.jpg,244,,350,,,106
S_VvHgUuC6Kt2u1Kgn,6144471704,phone,Apple iPhone 5S 16gb Space Gray,Apple iPhone 5S 16gb Space Gray Like New Condition (no scratches anywhere) Will be reset to factory specs before sale Has always had a screen protector Includes Original box Includes Original charger Includes new Verizon 4G LTE SIM card,160,,144,,160,,,16
S_3B2NZZ0hBiNCJBqg,6148552907,bike,Jamis Commuter 7-speed cruiser.,"Jamis Commuter 7-speed cruiser. 18.5"" (47cm) frame. 30"" (76cm) step over. Best fit someone 5'6""+. Specifications: Color: Charcoal. SRAM MRX 7-speed GripShifter. HL 27.2mm Ø seat post with quick release binder bolt. Serfas Reactive gel dual density saddle. 170mm crank arms. Rear Shimano Altus derailleur with MegaPulleys. Rear Shimano SuperLow 14-34T MF-TZZ31 MegaRange freewheel: 14T, 18T, 20T, 22T, 24T, 28T, 34T. Xrims BP15F ETRTO 622X16 700c wheels. 36 spokes. JT hubs. Quick releases. CST 700X38c hybrid tires. Schraeder valves. Reflectors. New BB bearings. Good condition.",200,bike/6148552907_0.jpg,180,,200,,,20
S_S1ZR6D6sldJOIHUs,6133482690,housing,2/2 apt. $1800,Nice 2/2 downstairs unit ready for move in February 5th. Lease take over at renaissance park Apts east davis. http://www.renaissancepark-davis.com/,1800,,900,,1800,,,900
S_bJ31aADtCRJv4uFw,6122150664,housing,2 bed/2bath house for rent. panoramic view of S.F. golden gate bridge,"Locate at the top of the Berkeley Hills is an architect designed contemporary hill side house. 2bed/2baths with panoramic view of the S.F. city, bay bridge, and Golden Gate bridge. Modern, bright and sunny with sparkle white walls, cabinet, and tile floor in bath rooms, counters and cabinets in kitchen. New oat meal color carpet in all bed rooms, living room and dining area. Private deck from each bed room. One bed room has a deck with a view of S.F. City. The other bed room has a deck with a woodsy view. Enclosed 30 ft. x 4ft passive solar/sun room/deck facing S.F. with a fantastic sunset of Mt. Tam. 1,388 s.f. plus washer and dryer downstairs. If you live here, you will feel like you are living in a castle in the sky.  This house is located near Tilden park, the golf course and high above Grizzly Peak Blvd. No pets please.",3985,housing/6122150664_0.jpg,3586,,3985,,,399
S_9i8bn5Lpqf8e19QQ,6112613679,electronics,Digital Speaker with Built-in Amplifier Suround Sound,"Digital Speaker with Built-in Amplifier Suround Sound.  11 inch height. This speakers have good sound. Plug-in your ipod, iphone, mp3 player, or CD player, you get stereo sound.",50,,35,,50,,,15
S_L2s7BHTbDZK26Ekf,6138066454,furniture,West Elm Mid Century robbins storage coffee table new,"I have a new West Elm Mid century Robbins storage coffee table. It is new and never used. I bought it and changed my mind. Specs: Our Robbins Mid-Century Storage Coffee Table works triple duty, thanks to its roomy tabletop, drawers and open bottom shelf. We topped off its Scandinavian-inspired silhouette with a sleek marble surface. Solid and engineered wood with a Walnut veneer. Marble top. Natural variations in the color and veining of marble make each piece subtly unique.",500,furniture/6138066454_0.jpg,350,,500,,,150
S_mCn6U8eoBDt6Mixh,6140275907,furniture,Solid Teak Mid Century Round Dining Table,"Mid Century solid teak dining table, made by Gudme Mobelfabrik, a danish furniture maker. Marching cross legs provide an extremely solid feel. Refinished, stripped, sanded, oiled and waxed. Also comes with glass table top for extra protection. Has a blemish, see pics for the light spot, thus the price reduction. No leaves.",275,furniture/6140275907_0.jpg,137,,275,,,138
S_YmTyJFQF4wsErgLb,6110218522,bike,Trek Double Track tandem Beautiful!!,"Beautiful 2004 Trek Double Track Tandem Nitto upright bars in back for more upright riding position Very nice condition and ready to ride Captain has 33"" stand over height, the stoker has a 32"". Text if serious It's a super clean tandem!!! **IF THIS AD IS UP IT'S STILL AVAILABLE**",650,bike/6110218522_0.jpg,325,,650,,,325
S_XTdQUAd27dOOhzek,6119204379,housing,"Private Balcony, Accepts Electronic Payments, Disability Access","Come home to The Henley located in Suisun City, CA. The Henley is a short distance from Fairfield, Napa, Vacaville, Sacramento, San Francisco, and the greater Bay Area via Hwy 12 or I-80. Shopping will be a breeze with the Vacaville Outlets, Solano Mall and Westfield Mall close by. Want to get away? Driving will be quick to a number of fantastic destinations such as the Napa Valley Wine District, San Francisco Fisherman's Wharf, Suisun City Wildlife Center or Suisun City Marina. Local schools include Suisun Elementary, Crystal Middle School, Armijo High School, Solano Community College, National University-Fairfield and the University of Phoenix-Fairfield. Our spacious one and two bedroom apartment homes have been carefully designed with your friends and family in mind. Our recently renovated interiors feature refrigerators, dishwashers, and stoves with brushed nickel hardware, light fixture accents and two tone painted walls. Catch some sun at the pool or enjoy our fully equipped fitness center that includes cardio, strength, and resistance equipment. The Henley is a pet friendly community, welcoming both cats and dogs. -Internet Access:High-Speed -Private Patio -Controlled Access -Business Center",1395,housing/6127132876_0.jpg,697,,1395,,,698
S_PKdfLmknaXokI8xH,6144627258,furniture,BEDROOM SET,Great bedroom set that is suitable for any young lady. Our daughter has used this for a few years but we must now give it up to another family. We are moving out of state and can not take it with us. Can be sold separately or as a set. The Set has the following: Footboard,350,furniture/6144627258_0.jpg,315,,350,,,35
S_58AN2RwPKbVtp101,6139427488,furniture,High End Long Term Care Hospital /Homecare Bed,"This bed is in excellent condition. Full rails and new mattress shown in the picture unopened  in a blue OEM bag. We used  specialty mattress. Used on and off for several months. The bed is fully electric. Head, feet and the entire bed can be raised/lowered via remote. Every function is explained here (manufacturer's website): http://www.arjohuntleigh.pl/admin/files/20110418133926.pdf",2100,furniture/6139427488_0.jpg,1890,,2100,,,210
S_3m6ykcU3Hhy0FQJs,6131919750,electronics,NAD 5170 CD player Made In Japan,"It has 2 sets of RCA out's, one set fixed and one set variable. It has your basic functions of most single CD players. It does have a 1/4 inch variable headphone out on the front of the unit. ● Will play just about anything, including CDRs and CD-RWs (Sign of a good laser!) ● Fixed or variable level output jacks + digital output ● Front-panel headphone jack with volume control",200,electronics/6131919750_0.jpg,100,,200,,,100
S_XSzkODkSUrdh3xF2,6102989808,car,Clean 2002 2.5  sport Jaguar X-type $3500,"commuting car so miles will go up Smogged and registered until July 2017. Black plasti-dipped rims. Clean inside leather seats and decent paint. Drives good with no issues at all, a reliable commuter. Automatic and everything works. Security system. Pioneer stereo system, two 12"" Image dynamic subs and amp! Great sound! If you're interested or have any questions or for more photos text me at",3500,car/6103007044_0.jpg,3150,,3500,,,350
S_EJVK2Fj29HVfwkwR,6149104707,bike,Gios Evoluton Compact Frameset 50cm,"Up for sale is a really nice Gios Evolution Conpact frameset.  The size is a 50cm frame which will fit someone from 5'3""-5'6"".  The frameset has not been in a crash and am selling it because I do not have the space for it unfortunately. Specs: Italian bottom bracket 36x24mm 27.2mm seatpost, and 1"" steer tube.  Dropouts are 130mm spacing If you have any questions, please let me know.",595,bike/6149104707_0.jpg,297,,595,,,298
S_DknVu4OYhGALCq16,6137973600,furniture,Modern Dining Chair (2),"Create comfort and style at your dinner table with this wooden dining chair. Foam-cushioned, durable linen-covered chair sits you and your guests comfortably. This vintage looking mid century modern style chair is manufactured from sturdy rubberwood with an attractive wood-grain veneer in dark walnut. These chairs are 6 months old, excellent condition. Great dining room chair or accent chair. Sold as a set only. Able to accept cash or credit. Located in Oakland near Grand Lake Theater.",135,furniture/6137973600_0.jpg,67,,135,,,68
S_optoeRpruMir3TXP,6106078467,housing,"Charming 2 Bed 1 Bath Home in Upper Diamond, Yard, Storage","Welcome home to this charming and sweet two bedroom one bath bungalow in the Upper Dimond District. This beautifully maintained home boasts of original hardwood floors splashed with espresso, upgraded bathroom and kitchen that overlooks a lush backyard garden, and a spacious living/dining area. This property is in a great, friendly neighborhood convenient to Farmer Joe's Marketplace, Peet's, La Farine Bakery, restaurants, Montclair Village, and several East Bay Regional Parks, with easy access to Highways 580 & 13, Casual Carpool pick up spot, and AC Transit Express buses to San Francisco. One Year Lease, Renters Insurance Required, Tenant Pays All Utilities",3000,housing/6106078467_0.jpg,2100,,3000,,,900
S_wCIKUwibeHbVUQF9,6154776214,electronics,JVC HD-ILA 1080P 70 Inch TV,Tv is approximately 10 years old.  Just installed new lamp.  There are 2 HDMI inputs.  Works and looks like new.,275,electronics/6154776214_0.jpg,137,,275,,,138
S_H55hTEy2fdntlI1B,6153710412,bike,Vintage Schwinn bicycle repainted/lite mods,"Selling my (older but in good shape) Schwinn (I think the frame model is a varsity). Its just too small for me (im 6'2""...) and starts hurting my knees after a while. but it is a great bike for the right size rider and comes with some brand new extras and some quality parts...",250,bike/6153710412_0.jpg,125,,250,,,125
S_bQuxL7fkMUarf9wt,6148756399,phone,Speck Products CandyShell Inked Case for iPhone 6 6S Frosted Floral,"High resolution graphics. 100% Authentic Case. Wrapped with durable patterns that resist scratching and fading. Patented design provides two layers of protection in a single-piece construction that's easy to put on and take off for iPhone 6/6S. Military-grade drop tested onto a hard, unrelenting surface with phone retaining full functionality Hard shell exterior guards against impact, while glossy finish helps these covers slide in and out of pockets with ease Soft, rubbery interior and reinforced corners absorb shock from occasional bumps and drops Raised bezel protects screen from impact and adds grip so your phone can lie face down on tables or dashboards without sliding. Rubberized covers shield volume and power buttons while keeping them fully accessible.",25,phone/6148756399_0.jpg,17,,25,,,8
S_eAZ9yPuT1Uz9YW5e,6145340099,furniture,"Round Marbletop Pedestal Table, Empire Style Base, Brass Lion Feet","Vintage Round Marbletop Pedestal Table, with an Ornate Wood Empire Style Base and 3 Brass Lions Head Feet. A beautiful and classic piece in very good condition.  Some minor surface wear including a few scratches on the base, light corrosion on the brass lion heads. Please see photos for more details and let me know if you have any questions. Located in Newark (Fremont area). If interested, please reply with your phone number to coordinate pick up.",45,furniture/6145340099_0.jpg,31,,45,,,14
S_iWiMU1Z0QMlg2nno,6125276781,furniture,brown leather couch and loveseat and 2 matching ottomans,"had these for a few years. moving and need to get rid of them. downsizing and they're too big for the new place. 1 - couch - 80  x 40 deep x 40"" high 1 - love seat - 60 x 40 x40 2 - ottomans - 22x22 x 20 high",500,furniture/6125276781_0.jpg,250,,500,,,250
S_2FEOky7pZDtJAv9B,6127078816,furniture,Mid century Kent Coffey 5 drawer dresser,"Hello I have for sale and American made men century dresser with amazing pulls. I am asking 450 but need to sell it fast and will except a reasonable offer. The dresser is in excellent shape except for a couple of minor scratches and one ring on the top of it. However there is a remedy that I will be trying on the dresser and the ring may be gone by the time you get here. If you'd like a deal on it you could do it yourself MCM, mid century, teak, dresser, chest of drawers, danish, atomic, hairpin,",400,furniture/6127078816_0.jpg,360,,400,,,40
S_j8Lx8vRMRB5ifpIh,6152227607,bike,Diamondback BMX bike,"20"" Diamondback Joker bmx bike. Black frame with a white fork, Tektro brakeset, Alex Z1000 rims, 4 pegs, no rear brake cable at the moment and could use a new chain. Has the original seat now Possibly trade for a road or mountain bike or parts, just send an email of what you have to offer Still available as long as this ad is up",90,,45,,90,,,45
